날짜,노선,역,승차승객,하차승객,총 승객,승차-하차,월,일,요일
2022-08-01,중앙선,도심,2143,1636,3779,507,8,1,월
2022-08-01,경원선,도봉,5251,5113,10364,138,8,1,월
2022-08-01,경원선,도봉산,6175,3864,10039,2311,8,1,월
2022-08-01,경원선,망월사,6680,6759,13439,-79,8,1,월
2022-08-01,경원선,회룡,10851,10795,21646,56,8,1,월
2022-08-01,경원선,의정부,17937,18392,36329,-455,8,1,월
2022-08-01,경원선,가능,5985,5660,11645,325,8,1,월
2022-08-01,경원선,녹양,4026,3821,7847,205,8,1,월
2022-08-01,경원선,양주,6751,6383,13134,368,8,1,월
2022-08-01,경원선,덕계,2843,2454,5297,389,8,1,월
2022-08-01,경원선,덕정,4854,4524,9378,330,8,1,월
2022-08-01,경원선,지행,5906,5744,11650,162,8,1,월
2022-08-01,경원선,동두천중앙,3015,2824,5839,191,8,1,월
2022-08-01,경원선,보산,1489,1320,2809,169,8,1,월
2022-08-01,경원선,동두천,1806,1966,3772,-160,8,1,월
2022-08-01,경원선,소요산,2852,2199,5051,653,8,1,월
2022-08-01,경의선,서울역,4259,5509,9768,-1250,8,1,월
2022-08-01,경의선,신촌,803,1113,1916,-310,8,1,월
2022-08-01,경의선,효창공원앞,2830,3239,6069,-409,8,1,월
2022-08-01,경의선,공덕,3715,3158,6873,557,8,1,월
2022-08-01,경의선,서강대,1997,1952,3949,45,8,1,월
2022-08-01,경의선,홍대입구,1745,2273,4018,-528,8,1,월
2022-08-01,경의선,가좌,5118,4858,9976,260,8,1,월
2022-08-01,경의선,디지털미디어시티,2447,2132,4579,315,8,1,월
2022-08-01,경의선,수색,2502,2559,5061,-57,8,1,월
2022-08-01,경의선,화전,1413,1323,2736,90,8,1,월
2022-08-01,경의선,강매,2822,2470,5292,352,8,1,월
2022-08-01,경의선,행신,7807,7765,15572,42,8,1,월
2022-08-01,경의선,능곡,3443,3023,6466,420,8,1,월
2022-08-01,경의선,곡산,526,521,1047,5,8,1,월
2022-08-01,경의선,백마,6291,5949,12240,342,8,1,월
2022-08-01,경의선,풍산,5141,4644,9785,497,8,1,월
2022-08-01,경의선,일산,8200,7843,16043,357,8,1,월
2022-08-01,경의선,탄현,7300,6767,14067,533,8,1,월
2022-08-01,경의선,야당,7082,7037,14119,45,8,1,월
2022-08-01,경의선,운정,6313,5760,12073,553,8,1,월
2022-08-01,경의선,금릉,4549,4166,8715,383,8,1,월
2022-08-01,경의선,금촌,6271,6308,12579,-37,8,1,월
2022-08-01,경의선,월롱,2310,2292,4602,18,8,1,월
2022-08-01,경의선,파주,1012,755,1767,257,8,1,월
2022-08-01,경의선,문산,5127,4838,9965,289,8,1,월
2022-08-01,경의선,임진강,5,9,14,-4,8,1,월
2022-08-01,경인선,개봉,18951,18559,37510,392,8,1,월
2022-08-01,경인선,오류동,10768,10109,20877,659,8,1,월
2022-08-01,경인선,역곡,23923,23768,47691,155,8,1,월
2022-08-01,경인선,부천,29560,29762,59322,-202,8,1,월
2022-08-01,경인선,송내,24331,23726,48057,605,8,1,월
2022-08-01,경인선,부평,29206,30473,59679,-1267,8,1,월
2022-08-01,경인선,백운,6130,6016,12146,114,8,1,월
2022-08-01,경인선,동암,14182,14022,28204,160,8,1,월
2022-08-01,경인선,주안,16982,14977,31959,2005,8,1,월
2022-08-01,경인선,제물포,8941,8498,17439,443,8,1,월
2022-08-01,경인선,동인천,11839,11337,23176,502,8,1,월
2022-08-01,경인선,인천,3857,3062,6919,795,8,1,월
2022-08-01,경인선,구일,5464,5285,10749,179,8,1,월
2022-08-01,경인선,소사,7229,7222,14451,7,8,1,월
2022-08-01,경인선,부개,7759,7072,14831,687,8,1,월
2022-08-01,경인선,간석,5375,4973,10348,402,8,1,월
2022-08-01,경인선,도원,2429,2473,4902,-44,8,1,월
2022-08-01,경인선,온수(성공회대입구),5778,5690,11468,88,8,1,월
2022-08-01,경인선,중동,8445,7866,16311,579,8,1,월
2022-08-01,경인선,도화,3590,3397,6987,193,8,1,월
2022-08-01,경춘선,신내,1965,1826,3791,139,8,1,월
2022-08-01,경춘선,갈매,2660,2320,4980,340,8,1,월
2022-08-01,경춘선,별내,2856,2673,5529,183,8,1,월
2022-08-01,경춘선,퇴계원,3217,2854,6071,363,8,1,월
2022-08-01,경춘선,사릉,2034,1997,4031,37,8,1,월
2022-08-01,경춘선,금곡,1301,1245,2546,56,8,1,월
2022-08-01,경춘선,평내호평,5685,5502,11187,183,8,1,월
2022-08-01,경춘선,천마산,1476,1328,2804,148,8,1,월
2022-08-01,경춘선,마석,3579,3451,7030,128,8,1,월
2022-08-01,경춘선,대성리,728,857,1585,-129,8,1,월
2022-08-01,경춘선,청평,1950,1852,3802,98,8,1,월
2022-08-01,경춘선,상천,219,208,427,11,8,1,월
2022-08-01,경춘선,가평,2406,2875,5281,-469,8,1,월
2022-08-01,경춘선,굴봉산,173,152,325,21,8,1,월
2022-08-01,경춘선,백양리,105,95,200,10,8,1,월
2022-08-01,경춘선,강촌,585,511,1096,74,8,1,월
2022-08-01,경춘선,김유정,300,288,588,12,8,1,월
2022-08-01,경춘선,남춘천,2377,2467,4844,-90,8,1,월
2022-08-01,경춘선,춘천,1545,1319,2864,226,8,1,월
2022-08-01,공항철도 1호선,서울역,9507,8682,18189,825,8,1,월
2022-08-01,공항철도 1호선,공덕,2311,3056,5367,-745,8,1,월
2022-08-01,공항철도 1호선,홍대입구,11054,11420,22474,-366,8,1,월
2022-08-01,공항철도 1호선,디지털미디어시티,13596,12454,26050,1142,8,1,월
2022-08-01,공항철도 1호선,마곡나루(서울식물원),7999,7936,15935,63,8,1,월
2022-08-01,공항철도 1호선,김포공항,11563,6493,18056,5070,8,1,월
2022-08-01,공항철도 1호선,계양,10256,9578,19834,678,8,1,월
2022-08-01,공항철도 1호선,검암,6312,6312,12624,0,8,1,월
2022-08-01,공항철도 1호선,청라국제도시,6758,6305,13063,453,8,1,월
2022-08-01,공항철도 1호선,운서,7473,7557,15030,-84,8,1,월
2022-08-01,공항철도 1호선,공항화물청사,2252,2405,4657,-153,8,1,월
2022-08-01,공항철도 1호선,인천공항1터미널,8357,8100,16457,257,8,1,월
2022-08-01,공항철도 1호선,인천공항2터미널,4157,3545,7702,612,8,1,월
2022-08-01,공항철도 1호선,영종,3456,3472,6928,-16,8,1,월
2022-08-01,과천선,선바위,7092,6211,13303,881,8,1,월
2022-08-01,과천선,경마공원,789,831,1620,-42,8,1,월
2022-08-01,과천선,대공원,2158,2220,4378,-62,8,1,월
2022-08-01,과천선,과천,5975,5534,11509,441,8,1,월
2022-08-01,과천선,정부과천청사,10240,10329,20569,-89,8,1,월
2022-08-01,과천선,인덕원,21205,22049,43254,-844,8,1,월
2022-08-01,과천선,평촌,15607,15557,31164,50,8,1,월
2022-08-01,과천선,범계,23705,23730,47435,-25,8,1,월
2022-08-01,분당선,선릉,13065,20185,33250,-7120,8,1,월
2022-08-01,분당선,한티,14624,15267,29891,-643,8,1,월
2022-08-01,분당선,도곡,6397,6444,12841,-47,8,1,월
2022-08-01,분당선,구룡,1607,1550,3157,57,8,1,월
2022-08-01,분당선,개포동,3556,3687,7243,-131,8,1,월
2022-08-01,분당선,대모산입구,4300,3983,8283,317,8,1,월
2022-08-01,분당선,수서,12963,13108,26071,-145,8,1,월
2022-08-01,분당선,수원,7706,6513,14219,1193,8,1,월
2022-08-01,분당선,서울숲,10482,10523,21005,-41,8,1,월
2022-08-01,분당선,압구정로데오,17052,18799,35851,-1747,8,1,월
2022-08-01,분당선,강남구청,8965,10388,19353,-1423,8,1,월
2022-08-01,분당선,선정릉,7740,8207,15947,-467,8,1,월
2022-08-01,분당선,가천대,6324,7175,13499,-851,8,1,월
2022-08-01,분당선,태평,12846,12213,25059,633,8,1,월
2022-08-01,분당선,모란,17671,18103,35774,-432,8,1,월
2022-08-01,분당선,야탑,23891,24934,48825,-1043,8,1,월
2022-08-01,분당선,서현,24002,24164,48166,-162,8,1,월
2022-08-01,분당선,수내,12962,12730,25692,232,8,1,월
2022-08-01,분당선,정자,16819,17642,34461,-823,8,1,월
2022-08-01,분당선,미금,14428,15362,29790,-934,8,1,월
2022-08-01,분당선,오리,10876,8970,19846,1906,8,1,월
2022-08-01,분당선,이매,4940,4753,9693,187,8,1,월
2022-08-01,분당선,보정,2200,1943,4143,257,8,1,월
2022-08-01,분당선,죽전,11403,12719,24122,-1316,8,1,월
2022-08-01,분당선,구성,4591,4775,9366,-184,8,1,월
2022-08-01,분당선,신갈,4323,4316,8639,7,8,1,월
2022-08-01,분당선,기흥,9391,8773,18164,618,8,1,월
2022-08-01,분당선,상갈,4648,4600,9248,48,8,1,월
2022-08-01,분당선,청명,3803,3593,7396,210,8,1,월
2022-08-01,분당선,영통,7603,7599,15202,4,8,1,월
2022-08-01,분당선,망포,12872,12558,25430,314,8,1,월
2022-08-01,분당선,매탄권선,4366,4263,8629,103,8,1,월
2022-08-01,분당선,수원시청,11383,12014,23397,-631,8,1,월
2022-08-01,분당선,매교,2584,2555,5139,29,8,1,월
2022-08-01,수인선,고색,4082,3775,7857,307,8,1,월
2022-08-01,수인선,오목천,2593,2372,4965,221,8,1,월
2022-08-01,수인선,어천,708,728,1436,-20,8,1,월
2022-08-01,수인선,야목,355,250,605,105,8,1,월
2022-08-01,수인선,사리,3920,3432,7352,488,8,1,월
2022-08-01,수인선,달월,114,76,190,38,8,1,월
2022-08-01,수인선,월곶,2268,2102,4370,166,8,1,월
2022-08-01,수인선,소래포구,4305,4148,8453,157,8,1,월
2022-08-01,수인선,인천논현,4635,4824,9459,-189,8,1,월
2022-08-01,수인선,호구포,3160,3242,6402,-82,8,1,월
2022-08-01,수인선,남동인더스파크,1559,1667,3226,-108,8,1,월
2022-08-01,수인선,원인재,3659,3794,7453,-135,8,1,월
2022-08-01,수인선,연수,3741,3701,7442,40,8,1,월
2022-08-01,수인선,송도,1931,1820,3751,111,8,1,월
2022-08-01,수인선,인하대,4511,4296,8807,215,8,1,월
2022-08-01,수인선,숭의,3375,3049,6424,326,8,1,월
2022-08-01,수인선,신포,1421,1437,2858,-16,8,1,월
2022-08-01,수인선,인천,1101,1732,2833,-631,8,1,월
2022-08-01,신림선,샛강,1950,2425,4375,-475,8,1,월
2022-08-01,신림선,대방,1867,1494,3361,373,8,1,월
2022-08-01,신림선,서울지방병무청,2039,2295,4334,-256,8,1,월
2022-08-01,신림선,보라매,2479,2371,4850,108,8,1,월
2022-08-01,신림선,보라매공원,1703,1856,3559,-153,8,1,월
2022-08-01,신림선,보라매병원,5737,6174,11911,-437,8,1,월
2022-08-01,신림선,당곡,3565,3360,6925,205,8,1,월
2022-08-01,신림선,신림,1543,2224,3767,-681,8,1,월
2022-08-01,신림선,서원,2707,2461,5168,246,8,1,월
2022-08-01,신림선,서울대벤처타운,5982,5944,11926,38,8,1,월
2022-08-01,신림선,관악산(서울대),2330,2389,4719,-59,8,1,월
2022-08-01,안산선,산본,14115,15208,29323,-1093,8,1,월
2022-08-01,안산선,대야미,4420,3966,8386,454,8,1,월
2022-08-01,안산선,반월,3677,3614,7291,63,8,1,월
2022-08-01,안산선,상록수,13553,13528,27081,25,8,1,월
2022-08-01,안산선,한대앞,7554,7577,15131,-23,8,1,월
2022-08-01,안산선,중앙,16129,16348,32477,-219,8,1,월
2022-08-01,안산선,고잔,7842,7376,15218,466,8,1,월
2022-08-01,안산선,초지,3985,3877,7862,108,8,1,월
2022-08-01,안산선,안산,12858,12213,25071,645,8,1,월
2022-08-01,안산선,신길온천,1572,1422,2994,150,8,1,월
2022-08-01,안산선,정왕,7056,7476,14532,-420,8,1,월
2022-08-01,안산선,오이도,7565,7499,15064,66,8,1,월
2022-08-01,안산선,수리산,3607,3073,6680,534,8,1,월
2022-08-01,우이신설선,북한산우이,2523,2357,4880,166,8,1,월
2022-08-01,우이신설선,솔밭공원,2244,2068,4312,176,8,1,월
2022-08-01,우이신설선,4.19민주묘지,2399,2293,4692,106,8,1,월
2022-08-01,우이신설선,가오리,3866,3864,7730,2,8,1,월
2022-08-01,우이신설선,화계,3064,2828,5892,236,8,1,월
2022-08-01,우이신설선,삼양,1867,1991,3858,-124,8,1,월
2022-08-01,우이신설선,삼양사거리,2282,2279,4561,3,8,1,월
2022-08-01,우이신설선,솔샘,5215,4907,10122,308,8,1,월
2022-08-01,우이신설선,북한산보국문,5187,4946,10133,241,8,1,월
2022-08-01,우이신설선,정릉,3990,3704,7694,286,8,1,월
2022-08-01,우이신설선,성신여대입구(돈암),2997,3327,6324,-330,8,1,월
2022-08-01,우이신설선,보문,1328,1425,2753,-97,8,1,월
2022-08-01,우이신설선,신설동,1847,1652,3499,195,8,1,월
2022-08-01,일산선,원흥,10175,9771,19946,404,8,1,월
2022-08-01,일산선,삼송,18055,17550,35605,505,8,1,월
2022-08-01,일산선,원당,9779,9137,18916,642,8,1,월
2022-08-01,일산선,화정,15046,15397,30443,-351,8,1,월
2022-08-01,일산선,대곡,1899,1568,3467,331,8,1,월
2022-08-01,일산선,백석,9028,8916,17944,112,8,1,월
2022-08-01,일산선,마두,7336,7288,14624,48,8,1,월
2022-08-01,일산선,정발산,6469,6565,13034,-96,8,1,월
2022-08-01,일산선,주엽,8882,8808,17690,74,8,1,월
2022-08-01,일산선,대화,13086,9441,22527,3645,8,1,월
2022-08-01,장항선,봉명,1161,1152,2313,9,8,1,월
2022-08-01,장항선,쌍용(나사렛대),1823,1674,3497,149,8,1,월
2022-08-01,장항선,아산,3359,2828,6187,531,8,1,월
2022-08-01,장항선,탕정,757,714,1471,43,8,1,월
2022-08-01,장항선,배방,978,954,1932,24,8,1,월
2022-08-01,장항선,온양온천,3760,3680,7440,80,8,1,월
2022-08-01,장항선,신창(순천향대),1147,1223,2370,-76,8,1,월
2022-08-01,중앙선,회기,22037,21658,43695,379,8,1,월
2022-08-01,중앙선,중랑,5378,5131,10509,247,8,1,월
2022-08-01,중앙선,상봉(시외버스터미널),5115,5089,10204,26,8,1,월
2022-08-01,중앙선,망우,7079,6817,13896,262,8,1,월
2022-08-01,중앙선,덕소,5083,4872,9955,211,8,1,월
2022-08-01,중앙선,양정,586,471,1057,115,8,1,월
2022-08-01,중앙선,도농,9740,8918,18658,822,8,1,월
2022-08-01,중앙선,구리,12149,12195,24344,-46,8,1,월
2022-08-01,중앙선,양원,2712,2566,5278,146,8,1,월
2022-08-01,1호선,서울역,47711,45432,93143,2279,8,1,월
2022-08-01,1호선,시청,21830,22357,44187,-527,8,1,월
2022-08-01,1호선,종각,35945,35727,71672,218,8,1,월
2022-08-01,1호선,종로3가,19983,18539,38522,1444,8,1,월
2022-08-01,1호선,종로5가,18002,18063,36065,-61,8,1,월
2022-08-01,1호선,동대문,11640,10931,22571,709,8,1,월
2022-08-01,1호선,신설동,11936,11565,23501,371,8,1,월
2022-08-01,1호선,제기동,15315,15439,30754,-124,8,1,월
2022-08-01,1호선,청량리(서울시립대입구),17892,17792,35684,100,8,1,월
2022-08-01,1호선,동묘앞,6776,7056,13832,-280,8,1,월
2022-08-01,2호선,시청,22463,22682,45145,-219,8,1,월
2022-08-01,2호선,을지로입구,41207,42900,84107,-1693,8,1,월
2022-08-01,2호선,을지로3가,22736,22902,45638,-166,8,1,월
2022-08-01,2호선,을지로4가,10591,11014,21605,-423,8,1,월
2022-08-01,2호선,동대문역사문화공원(DDP),12047,13954,26001,-1907,8,1,월
2022-08-01,2호선,신당,12661,12975,25636,-314,8,1,월
2022-08-01,2호선,상왕십리,13293,12857,26150,436,8,1,월
2022-08-01,2호선,왕십리(성동구청),14906,12374,27280,2532,8,1,월
2022-08-01,2호선,한양대,6648,7182,13830,-534,8,1,월
2022-08-01,2호선,뚝섬,20672,22369,43041,-1697,8,1,월
2022-08-01,2호선,성수,35000,37894,72894,-2894,8,1,월
2022-08-01,2호선,건대입구,32258,34834,67092,-2576,8,1,월
2022-08-01,2호선,구의(광진구청),21990,21606,43596,384,8,1,월
2022-08-01,2호선,강변(동서울터미널),33073,30304,63377,2769,8,1,월
2022-08-01,2호선,잠실나루,13740,13333,27073,407,8,1,월
2022-08-01,2호선,잠실(송파구청),77926,76365,154291,1561,8,1,월
2022-08-01,2호선,잠실새내,19860,19980,39840,-120,8,1,월
2022-08-01,2호선,종합운동장,5784,6400,12184,-616,8,1,월
2022-08-01,2호선,삼성(무역센터),52933,53808,106741,-875,8,1,월
2022-08-01,7호선,중곡,9876,9376,19252,500,8,1,월
2022-08-01,2호선,선릉,55727,48855,104582,6872,8,1,월
2022-08-01,2호선,역삼,52121,58989,111110,-6868,8,1,월
2022-08-01,2호선,강남,81367,78225,159592,3142,8,1,월
2022-08-01,2호선,교대(법원.검찰청),30088,33743,63831,-3655,8,1,월
2022-08-01,2호선,서초,19602,19045,38647,557,8,1,월
2022-08-01,2호선,방배,14437,14825,29262,-388,8,1,월
2022-08-01,2호선,사당,33666,37104,70770,-3438,8,1,월
2022-08-01,2호선,낙성대(강감찬),25600,25220,50820,380,8,1,월
2022-08-01,2호선,서울대입구(관악구청),43231,42872,86103,359,8,1,월
2022-08-01,2호선,봉천,22330,21083,43413,1247,8,1,월
2022-08-01,2호선,신림,54360,52200,106560,2160,8,1,월
2022-08-01,2호선,신대방,23783,22973,46756,810,8,1,월
2022-08-01,2호선,구로디지털단지,55050,55418,110468,-368,8,1,월
2022-08-01,2호선,대림(구로구청),22426,23055,45481,-629,8,1,월
2022-08-01,2호선,신도림,43514,42810,86324,704,8,1,월
2022-08-01,2호선,문래,20296,20786,41082,-490,8,1,월
2022-08-01,2호선,영등포구청,20420,21669,42089,-1249,8,1,월
2022-08-01,2호선,당산,16146,19100,35246,-2954,8,1,월
2022-08-01,2호선,합정,28835,30666,59501,-1831,8,1,월
2022-08-01,2호선,홍대입구,58861,61514,120375,-2653,8,1,월
2022-08-01,2호선,신촌,32697,33480,66177,-783,8,1,월
2022-08-01,2호선,이대,12215,13112,25327,-897,8,1,월
2022-08-01,2호선,아현,9395,9073,18468,322,8,1,월
2022-08-01,2호선,충정로(경기대입구),9193,10368,19561,-1175,8,1,월
2022-08-01,2호선,용답,2557,2510,5067,47,8,1,월
2022-08-01,2호선,신답,1618,1759,3377,-141,8,1,월
2022-08-01,2호선,신설동,2988,2915,5903,73,8,1,월
2022-08-01,2호선,도림천,1239,1264,2503,-25,8,1,월
2022-08-01,2호선,양천구청,6193,6386,12579,-193,8,1,월
2022-08-01,2호선,신정네거리,9481,9752,19233,-271,8,1,월
2022-08-01,2호선,용두(동대문구청),2275,2276,4551,-1,8,1,월
2022-08-01,3호선,지축,4631,4455,9086,176,8,1,월
2022-08-01,3호선,구파발,19112,18705,37817,407,8,1,월
2022-08-01,3호선,연신내,32569,31103,63672,1466,8,1,월
2022-08-01,3호선,불광,14538,15676,30214,-1138,8,1,월
2022-08-01,3호선,녹번,13869,12472,26341,1397,8,1,월
2022-08-01,3호선,홍제,15604,14718,30322,886,8,1,월
2022-08-01,3호선,무악재,3580,3506,7086,74,8,1,월
2022-08-01,3호선,독립문,6000,5864,11864,136,8,1,월
2022-08-01,3호선,경복궁(정부서울청사),20114,21554,41668,-1440,8,1,월
2022-08-01,3호선,안국,20314,20441,40755,-127,8,1,월
2022-08-01,3호선,종로3가,5299,6779,12078,-1480,8,1,월
2022-08-01,3호선,을지로3가,9666,9645,19311,21,8,1,월
2022-08-01,3호선,충무로,2,0,2,2,8,1,월
2022-08-01,3호선,동대입구,6927,7459,14386,-532,8,1,월
2022-08-01,3호선,약수,11993,11453,23446,540,8,1,월
2022-08-01,3호선,금호,7316,6589,13905,727,8,1,월
2022-08-01,3호선,옥수,7829,8195,16024,-366,8,1,월
2022-08-01,3호선,압구정,27888,29979,57867,-2091,8,1,월
2022-08-01,3호선,신사,27151,28385,55536,-1234,8,1,월
2022-08-01,3호선,잠원,4433,4286,8719,147,8,1,월
2022-08-01,3호선,고속터미널,42513,39733,82246,2780,8,1,월
2022-08-01,3호선,교대(법원.검찰청),12470,8239,20709,4231,8,1,월
2022-08-01,3호선,남부터미널(예술의전당),27586,27845,55431,-259,8,1,월
2022-08-01,3호선,양재(서초구청),33386,37028,70414,-3642,8,1,월
2022-08-01,3호선,매봉,11502,11039,22541,463,8,1,월
2022-08-01,3호선,도곡,4777,4745,9522,32,8,1,월
2022-08-01,3호선,대치,11080,10878,21958,202,8,1,월
2022-08-01,3호선,학여울,1604,1650,3254,-46,8,1,월
2022-08-01,3호선,대청,9164,8774,17938,390,8,1,월
2022-08-01,3호선,일원,9907,9671,19578,236,8,1,월
2022-08-01,3호선,수서,15879,16263,32142,-384,8,1,월
2022-08-01,3호선,가락시장,8360,8079,16439,281,8,1,월
2022-08-01,3호선,경찰병원,7001,6934,13935,67,8,1,월
2022-08-01,3호선,오금,6264,5263,11527,1001,8,1,월
2022-08-01,4호선,당고개,7867,7046,14913,821,8,1,월
2022-08-01,4호선,상계,16753,15605,32358,1148,8,1,월
2022-08-01,4호선,노원,16918,19179,36097,-2261,8,1,월
2022-08-01,4호선,창동,22007,23522,45529,-1515,8,1,월
2022-08-01,4호선,쌍문,25585,23603,49188,1982,8,1,월
2022-08-01,4호선,수유(강북구청),30240,30298,60538,-58,8,1,월
2022-08-01,4호선,미아(서울사이버대학),12808,12454,25262,354,8,1,월
2022-08-01,4호선,미아사거리,24107,23646,47753,461,8,1,월
2022-08-01,4호선,길음,18170,17598,35768,572,8,1,월
2022-08-01,4호선,성신여대입구(돈암),17678,17363,35041,315,8,1,월
2022-08-01,4호선,한성대입구(삼선교),11530,11058,22588,472,8,1,월
2022-08-01,4호선,혜화,26440,26475,52915,-35,8,1,월
2022-08-01,4호선,동대문,11526,11986,23512,-460,8,1,월
2022-08-01,4호선,동대문역사문화공원(DDP),15044,13347,28391,1697,8,1,월
2022-08-01,4호선,충무로,21263,22503,43766,-1240,8,1,월
2022-08-01,4호선,명동,20915,21649,42564,-734,8,1,월
2022-08-01,4호선,회현(남대문시장),23379,24158,47537,-779,8,1,월
2022-08-01,4호선,서울역,10882,18017,28899,-7135,8,1,월
2022-08-01,4호선,숙대입구(갈월),11682,11381,23063,301,8,1,월
2022-08-01,4호선,삼각지,4660,5225,9885,-565,8,1,월
2022-08-01,4호선,신용산,17203,18049,35252,-846,8,1,월
2022-08-01,4호선,이촌(국립중앙박물관),9508,10324,19832,-816,8,1,월
2022-08-01,4호선,동작(현충원),1197,1274,2471,-77,8,1,월
2022-08-01,4호선,총신대입구(이수),16929,18192,35121,-1263,8,1,월
2022-08-01,4호선,사당,23135,18753,41888,4382,8,1,월
2022-08-01,4호선,남태령,1129,931,2060,198,8,1,월
2022-08-01,5호선,방화,6182,5787,11969,395,8,1,월
2022-08-01,5호선,개화산,5242,4849,10091,393,8,1,월
2022-08-01,5호선,김포공항,8312,7551,15863,761,8,1,월
2022-08-01,5호선,송정,6128,5605,11733,523,8,1,월
2022-08-01,5호선,마곡,9792,9330,19122,462,8,1,월
2022-08-01,5호선,발산,19202,18329,37531,873,8,1,월
2022-08-01,5호선,우장산,12913,13665,26578,-752,8,1,월
2022-08-01,5호선,화곡,26069,24773,50842,1296,8,1,월
2022-08-01,5호선,까치산,26687,25894,52581,793,8,1,월
2022-08-01,5호선,신정(은행정),12437,10546,22983,1891,8,1,월
2022-08-01,5호선,목동,14878,16008,30886,-1130,8,1,월
2022-08-01,5호선,오목교(목동운동장앞),20308,21242,41550,-934,8,1,월
2022-08-01,5호선,양평,7008,6807,13815,201,8,1,월
2022-08-01,5호선,영등포구청,3600,3845,7445,-245,8,1,월
2022-08-01,5호선,영등포시장,9361,9627,18988,-266,8,1,월
2022-08-01,5호선,신길,4298,4351,8649,-53,8,1,월
2022-08-01,5호선,여의도,29446,28260,57706,1186,8,1,월
2022-08-01,5호선,여의나루,12553,13707,26260,-1154,8,1,월
2022-08-01,5호선,마포,13365,13380,26745,-15,8,1,월
2022-08-01,5호선,공덕,12962,14898,27860,-1936,8,1,월
2022-08-01,5호선,애오개,6103,6408,12511,-305,8,1,월
2022-08-01,5호선,충정로(경기대입구),4379,4801,9180,-422,8,1,월
2022-08-01,5호선,서대문,17772,16877,34649,895,8,1,월
2022-08-01,5호선,광화문(세종문화회관),29910,27549,57459,2361,8,1,월
2022-08-01,5호선,종로3가,11274,10706,21980,568,8,1,월
2022-08-01,5호선,을지로4가,4526,4429,8955,97,8,1,월
2022-08-01,5호선,동대문역사문화공원(DDP),2916,3382,6298,-466,8,1,월
2022-08-01,5호선,신금호,5542,6080,11622,-538,8,1,월
2022-08-01,5호선,행당,7503,6659,14162,844,8,1,월
2022-08-01,5호선,왕십리(성동구청),4017,4678,8695,-661,8,1,월
2022-08-01,5호선,마장,5163,4978,10141,185,8,1,월
2022-08-01,5호선,답십리,14392,14359,28751,33,8,1,월
2022-08-01,5호선,장한평,16399,16424,32823,-25,8,1,월
2022-08-01,5호선,군자(능동),10048,11489,21537,-1441,8,1,월
2022-08-01,5호선,아차산(어린이대공원후문),11931,12329,24260,-398,8,1,월
2022-08-01,5호선,광나루(장신대),11560,10803,22363,757,8,1,월
2022-08-01,5호선,천호(풍납토성),16583,16334,32917,249,8,1,월
2022-08-01,5호선,강동,17248,16878,34126,370,8,1,월
2022-08-01,5호선,길동,7138,8816,15954,-1678,8,1,월
2022-08-01,5호선,굽은다리(강동구민회관앞),8291,9148,17439,-857,8,1,월
2022-08-01,5호선,명일,7217,8665,15882,-1448,8,1,월
2022-08-01,5호선,고덕,8648,9874,18522,-1226,8,1,월
2022-08-01,5호선,상일동,13582,13252,26834,330,8,1,월
2022-08-01,5호선,둔촌동,7172,7409,14581,-237,8,1,월
2022-08-01,5호선,올림픽공원(한국체대),3673,3369,7042,304,8,1,월
2022-08-01,5호선,방이,6147,6665,12812,-518,8,1,월
2022-08-01,5호선,오금,3312,3571,6883,-259,8,1,월
2022-08-01,5호선,개롱,5604,6469,12073,-865,8,1,월
2022-08-01,5호선,거여,8434,8944,17378,-510,8,1,월
2022-08-01,5호선,마천,6349,6085,12434,264,8,1,월
2022-08-01,5호선,강일,3811,4293,8104,-482,8,1,월
2022-08-01,5호선,미사,14853,15489,30342,-636,8,1,월
2022-08-01,5호선,하남풍산,3737,3735,7472,2,8,1,월
2022-08-01,5호선,하남시청(덕풍·신장),5985,6076,12061,-91,8,1,월
2022-08-01,5호선,하남검단산,5381,5088,10469,293,8,1,월
2022-08-01,6호선,응암,15930,15820,31750,110,8,1,월
