노선,승차승객,하차승객,총 승객,승차-하차,월,일,요일
0,8777,9082,17859,-305,9,21,2
14,17714,17705,35419,9,9,21,2
14,16161,15396,31557,765,9,21,2
8,2054,1509,3563,545,9,21,2
3,1863,1918,3781,-55,9,21,2
11,8717,9643,18360,-926,9,21,2
4,9002,9030,18032,-28,9,21,2
9,1233,1155,2388,78,9,21,2
8,12876,12143,25019,733,9,21,2
13,3176,2815,5991,361,9,21,2
5,16411,18203,34614,-1792,9,21,2
16,15943,14851,30794,1092,9,21,2
1,24609,26660,51269,-2051,9,21,2
6,11817,11369,23186,448,9,21,2
4,11901,12123,24024,-222,9,21,2
16,11405,10748,22153,657,9,21,2
8,13838,13387,27225,451,9,21,2
23,8443,8643,17086,-200,9,21,2
6,14511,13661,28172,850,9,21,2
15,4675,4514,9189,161,9,21,2
4,6535,5956,12491,579,9,21,2
4,8220,7759,15979,461,9,21,2
4,15736,16232,31968,-496,9,21,2
5,15723,14158,29881,1565,9,21,2
25,8583,8335,16918,248,9,21,2
5,14906,15806,30712,-900,9,21,2
12,10584,10551,21135,33,9,21,2
18,16943,16007,32950,936,9,21,2
18,4644,4596,9240,48,9,21,2
2,14148,13546,27694,602,9,21,2
18,5898,5618,11516,280,9,21,2
6,11136,10925,22061,211,9,21,2
6,17490,16893,34383,597,9,21,2
3,25194,26036,51230,-842,9,21,2
4,9677,9990,19667,-313,9,21,2
11,11664,11397,23061,267,9,21,2
7,4920,3937,8857,983,9,21,2
18,21685,21018,42703,667,9,21,2
4,18853,20209,39062,-1356,9,21,2
7,6794,6880,13674,-86,9,21,2
2,4305,4391,8696,-86,9,21,2
1,24173,24773,48946,-600,9,21,2
13,5843,5663,11506,180,9,21,2
7,23740,25249,48989,-1509,9,21,2
18,17225,18317,35542,-1092,9,21,2
4,18426,18382,36808,44,9,21,2
3,17200,16612,33812,588,9,21,2
3,28945,28438,57383,507,9,21,2
21,4943,4742,9685,201,9,21,2
6,6791,6651,13442,140,9,21,2
4,23301,24128,47429,-827,9,21,2
1,21531,22475,44006,-944,9,21,2
4,7889,8109,15998,-220,9,21,2
12,10972,10760,21732,212,9,21,2
4,7367,7007,14374,360,9,21,2
24,1303,1238,2541,65,9,21,2
13,8119,7752,15871,367,9,21,2
23,10667,10621,21288,46,9,21,2
15,80,73,153,7,9,21,2
14,7995,7660,15655,335,9,21,2
5,2495,2438,4933,57,9,21,2
17,28795,29368,58163,-573,9,21,2
15,3556,3339,6895,217,9,21,2
11,18485,18085,36570,400,9,21,2
20,3248,3013,6261,235,9,21,2
6,8354,8406,16760,-52,9,21,2
20,1976,2167,4143,-191,9,21,2
20,7024,7434,14458,-410,9,21,2
5,8603,7907,16510,696,9,21,2
22,1715,1711,3426,4,9,21,2
12,1638,1587,3225,51,9,21,2
18,3137,2777,5914,360,9,21,2
18,2,0,2,2,9,21,2
7,10944,8921,19865,2023,9,21,2
24,1501,1493,2994,8,9,21,2
9,20054,20570,40624,-516,9,21,2
1,25958,24099,50057,1859,9,21,2
5,9828,9205,19033,623,9,21,2
14,9729,9043,18772,686,9,21,2
10,2401,2306,4707,95,9,21,2
14,35210,35110,70320,100,9,21,2
14,30506,32828,63334,-2322,9,21,2
22,7188,6785,13973,403,9,21,2
22,3119,2759,5878,360,9,21,2
2,17838,19094,36932,-1256,9,21,2
5,4960,4904,9864,56,9,21,2
6,17934,17832,35766,102,9,21,2
1,42832,46166,88998,-3334,9,21,2
3,28569,24273,52842,4296,9,21,2
15,2839,2746,5585,93,9,21,2
19,5773,4933,10706,840,9,21,2
8,4193,4007,8200,186,9,21,2
21,17707,18986,36693,-1279,9,21,2
7,5962,6017,11979,-55,9,21,2
3,5806,6777,12583,-971,9,21,2
5,8315,7030,15345,1285,9,21,2
10,2890,2574,5464,316,9,21,2
1,58442,59612,118054,-1170,9,21,2
9,8405,8686,17091,-281,9,21,2
23,21866,21046,42912,820,9,21,2
22,2224,2342,4566,-118,9,21,2
22,2834,2824,5658,10,9,21,2
9,7620,7280,14900,340,9,21,2
18,6315,6042,12357,273,9,21,2
3,21024,19692,40716,1332,9,21,2
6,13822,13672,27494,150,9,21,2
21,18458,18560,37018,-102,9,21,2
6,18083,17213,35296,870,9,21,2
25,6170,6095,12265,75,9,21,2
5,10303,11828,22131,-1525,9,21,2
1,15756,15139,30895,617,9,21,2
5,7602,7177,14779,425,9,21,2
4,16748,15353,32101,1395,9,21,2
15,404,386,790,18,9,21,2
5,14595,13381,27976,1214,9,21,2
20,2557,3144,5701,-587,9,21,2
8,7098,7247,14345,-149,9,21,2
13,2725,2837,5562,-112,9,21,2
4,22877,23240,46117,-363,9,21,2
11,1651,1477,3128,174,9,21,2
12,2338,2197,4535,141,9,21,2
20,7615,7406,15021,209,9,21,2
1,51920,50603,102523,1317,9,21,2
18,13357,13728,27085,-371,9,21,2
3,13301,19189,32490,-5888,9,21,2
0,50430,49003,99433,1427,9,21,2
16,9577,8652,18229,925,9,21,2
13,5211,6936,12147,-1725,9,21,2
11,7131,2274,9405,4857,9,21,2
20,2655,2797,5452,-142,9,21,2
20,3162,2713,5875,449,9,21,2
11,8661,8040,16701,621,9,21,2
1,25136,24570,49706,566,9,21,2
18,26671,26988,53659,-317,9,21,2
5,13942,14806,28748,-864,9,21,2
12,9168,10081,19249,-913,9,21,2
11,10769,9768,20537,1001,9,21,2
7,8192,9467,17659,-1275,9,21,2
9,9783,8692,18475,1091,9,21,2
9,6927,6822,13749,105,9,21,2
18,15108,22756,37864,-7648,9,21,2
1,63476,56174,119650,7302,9,21,2
17,9212,8174,17386,1038,9,21,2
8,9706,9156,18862,550,9,21,2
9,11251,12592,23843,-1341,9,21,2
18,8848,9446,18294,-598,9,21,2
11,17388,17018,34406,370,9,21,2
1,40715,44671,85386,-3956,9,21,2
22,3802,4209,8011,-407,9,21,2
3,24071,23020,47091,1051,9,21,2
11,7270,7008,14278,262,9,21,2
11,3458,3114,6572,344,9,21,2
11,3469,3280,6749,189,9,21,2
10,394,404,798,-10,9,21,2
19,6676,6348,13024,328,9,21,2
14,9934,10085,20019,-151,9,21,2
12,3121,2543,5664,578,9,21,2
22,2809,2663,5472,146,9,21,2
22,6454,6091,12545,363,9,21,2
14,30758,30723,61481,35,9,21,2
19,2797,2447,5244,350,9,21,2
4,7014,6461,13475,553,9,21,2
11,4842,4664,9506,178,9,21,2
7,9466,9303,18769,163,9,21,2
9,5473,5957,11430,-484,9,21,2
18,15363,15410,30773,-47,9,21,2
6,14048,13852,27900,196,9,21,2
21,4719,3914,8633,805,9,21,2
13,3332,3461,6793,-129,9,21,2
2,18943,19363,38306,-420,9,21,2
18,14834,15409,30243,-575,9,21,2
11,39083,41663,80746,-2580,9,21,2
18,8862,7427,16289,1435,9,21,2
18,14164,15239,29403,-1075,9,21,2
3,36721,36861,73582,-140,9,21,2
7,5841,5336,11177,505,9,21,2
3,16885,15933,32818,952,9,21,2
6,17757,17808,35565,-51,9,21,2
19,4572,4354,8926,218,9,21,2
1,26912,26169,53081,743,9,21,2
0,27220,27598,54818,-378,9,21,2
18,5292,5204,10496,88,9,21,2
4,7200,7509,14709,-309,9,21,2
4,4675,4860,9535,-185,9,21,2
11,10175,8709,18884,1466,9,21,2
21,2208,1914,4122,294,9,21,2
15,2585,2478,5063,107,9,21,2
8,32139,31539,63678,600,9,21,2
1,1872,2091,3963,-219,9,21,2
1,15263,15845,31108,-582,9,21,2
5,9875,10231,20106,-356,9,21,2
1,27468,26741,54209,727,9,21,2
6,16730,15886,32616,844,9,21,2
1,52564,51831,104395,733,9,21,2
11,4567,4694,9261,-127,9,21,2
10,1820,1685,3505,135,9,21,2
1,61582,59098,120680,2484,9,21,2
20,1655,2307,3962,-652,9,21,2
8,5120,4259,9379,861,9,21,2
8,4224,4232,8456,-8,9,21,2
8,7600,7430,15030,170,9,21,2
2,30144,31580,61724,-1436,9,21,2
1,3560,3648,7208,-88,9,21,2
0,14710,14132,28842,578,9,21,2
22,2498,2437,4935,61,9,21,2
3,18738,19762,38500,-1024,9,21,2
25,296,259,555,37,9,21,2
12,9153,8453,17606,700,9,21,2
4,15370,12579,27949,2791,9,21,2
1,11485,11718,23203,-233,9,21,2
24,3163,3095,6258,68,9,21,2
1,40660,41004,81664,-344,9,21,2
13,1161,1504,2665,-343,9,21,2
19,2074,2136,4210,-62,9,21,2
6,12724,12062,24786,662,9,21,2
7,4436,4922,9358,-486,9,21,2
3,31834,29797,61631,2037,9,21,2
24,3125,2960,6085,165,9,21,2
24,4225,3691,7916,534,9,21,2
25,713,721,1434,-8,9,21,2
4,16445,15877,32322,568,9,21,2
1,12123,11370,23493,753,9,21,2
2,26004,26575,52579,-571,9,21,2
21,12427,11331,23758,1096,9,21,2
5,16401,16828,33229,-427,9,21,2
11,30012,29610,59622,402,9,21,2
7,20725,18067,38792,2658,9,21,2
2,34533,37078,71611,-2545,9,21,2
18,19850,22337,42187,-2487,9,21,2
4,7521,7584,15105,-63,9,21,2
13,9071,8926,17997,145,9,21,2
19,455,346,801,109,9,21,2
18,29218,30564,59782,-1346,9,21,2
5,3919,3802,7721,117,9,21,2
2,14385,14021,28406,364,9,21,2
25,2232,2239,4471,-7,9,21,2
25,3583,3407,6990,176,9,21,2
2,42066,45922,87988,-3856,9,21,2
25,851,734,1585,117,9,21,2
12,9193,8544,17737,649,9,21,2
1,7773,8008,15781,-235,9,21,2
8,10792,10917,21709,-125,9,21,2
4,8158,8083,16241,75,9,21,2
25,3097,3173,6270,-76,9,21,2
6,19766,20596,40362,-830,9,21,2
19,1251,1196,2447,55,9,21,2
9,11757,12227,23984,-470,9,21,2
4,15552,16358,31910,-806,9,21,2
8,31141,30773,61914,368,9,21,2
4,31177,33707,64884,-2530,9,21,2
10,2704,2756,5460,-52,9,21,2
14,32100,32257,64357,-157,9,21,2
1,58663,66971,125634,-8308,9,21,2
5,4137,4730,8867,-593,9,21,2
19,5086,5028,10114,58,9,21,2
2,39184,37018,76202,2166,9,21,2
8,19725,19067,38792,658,9,21,2
11,40251,41838,82089,-1587,9,21,2
4,4570,4617,9187,-47,9,21,2
1,24056,24976,49032,-920,9,21,2
4,10975,11532,22507,-557,9,21,2
16,3814,3830,7644,-16,9,21,2
18,10093,10090,20183,3,9,21,2
4,4288,4360,8648,-72,9,21,2
2,7065,6291,13356,774,9,21,2
14,13366,12332,25698,1034,9,21,2
18,13068,10785,23853,2283,9,21,2
4,23687,25412,49099,-1725,9,21,2
19,5109,4385,9494,724,9,21,2
25,369,375,744,-6,9,21,2
11,11131,10938,22069,193,9,21,2
11,4592,4349,8941,243,9,21,2
21,9625,9253,18878,372,9,21,2
2,10055,10206,20261,-151,9,21,2
12,60,40,100,20,9,21,2
14,8208,7654,15862,554,9,21,2
6,12231,11485,23716,746,9,21,2
24,4121,4154,8275,-33,9,21,2
4,7726,6724,14450,1002,9,21,2
9,13457,13800,27257,-343,9,21,2
1,18386,14548,32934,3838,9,21,2
12,16486,18106,34592,-1620,9,21,2
4,4926,5509,10435,-583,9,21,2
12,10958,10936,21894,22,9,21,2
1,3345,3412,6757,-67,9,21,2
1,2585,2637,5222,-52,9,21,2
6,6632,6396,13028,236,9,21,2
25,2030,2001,4031,29,9,21,2
11,36741,37549,74290,-808,9,21,2
4,16489,16227,32716,262,9,21,2
25,977,915,1892,62,9,21,2
16,8371,8525,16896,-154,9,21,2
13,8034,7322,15356,712,9,21,2
23,12630,11859,24489,771,9,21,2
25,449,427,876,22,9,21,2
19,5003,5117,10120,-114,9,21,2
23,12725,12067,24792,658,9,21,2
12,9101,8462,17563,639,9,21,2
5,14932,14399,29331,533,9,21,2
19,3413,3050,6463,363,9,21,2
5,5165,5416,10581,-251,9,21,2
13,3478,3168,6646,310,9,21,2
1,26300,26297,52597,3,9,21,2
2,12082,12014,24096,68,9,21,2
4,7035,7177,14212,-142,9,21,2
1,14712,14778,29490,-66,9,21,2
1,47089,49116,96205,-2027,9,21,2
12,2218,1846,4064,372,9,21,2
5,19161,19097,38258,64,9,21,2
11,10372,10083,20455,289,9,21,2
12,19692,20460,40152,-768,9,21,2
1,18885,20528,39413,-1643,9,21,2
18,6611,6102,12713,509,9,21,2
10,1334,1109,2443,225,9,21,2
6,17396,16572,33968,824,9,21,2
10,2783,2920,5703,-137,9,21,2
12,4533,3398,7931,1135,9,21,2
3,8518,9543,18061,-1025,9,21,2
5,11316,12048,23364,-732,9,21,2
17,27729,28705,56434,-976,9,21,2
19,1183,1838,3021,-655,9,21,2
14,4411,3541,7952,870,9,21,2
16,7630,7840,15470,-210,9,21,2
16,3635,3306,6941,329,9,21,2
19,6216,6733,12949,-517,9,21,2
19,8505,8087,16592,418,9,21,2
13,10732,10421,21153,311,9,21,2
2,11932,11359,23291,573,9,21,2
13,23,14,37,9,9,21,2
1,75937,76350,152287,-413,9,21,2
7,15019,17801,32820,-2782,9,21,2
1,16935,16637,33572,298,9,21,2
1,23389,23191,46580,198,9,21,2
2,5689,5405,11094,284,9,21,2
6,10188,9891,20079,297,9,21,2
6,2723,1040,3763,1683,9,21,2
7,19168,17726,36894,1442,9,21,2
4,20815,20514,41329,301,9,21,2
22,5446,4971,10417,475,9,21,2
23,7473,7693,15166,-220,9,21,2
17,12068,12222,24290,-154,9,21,2
21,11054,11267,22321,-213,9,21,2
18,20785,22198,42983,-1413,9,21,2
0,18078,18462,36540,-384,9,21,2
14,12680,11907,24587,773,9,21,2
0,40881,40247,81128,634,9,21,2
2,10875,12627,23502,-1752,9,21,2
4,14031,14007,28038,24,9,21,2
0,28162,25355,53517,2807,9,21,2
0,24370,24327,48697,43,9,21,2
1,10882,12016,22898,-1134,9,21,2
9,4650,4759,9409,-109,9,21,2
14,21759,19752,41511,2007,9,21,2
23,10128,10241,20369,-113,9,21,2
18,17156,21397,38553,-4241,9,21,2
6,16452,14962,31414,1490,9,21,2
6,12303,11362,23665,941,9,21,2
14,10387,9665,20052,722,9,21,2
25,6201,5938,12139,263,9,21,2
21,20092,21276,41368,-1184,9,21,2
9,12376,11038,23414,1338,9,21,2
6,11788,11578,23366,210,9,21,2
8,8162,7851,16013,311,9,21,2
5,10915,10983,21898,-68,9,21,2
2,6156,5969,12125,187,9,21,2
23,2,0,2,2,9,21,2
25,68,75,143,-7,9,21,2
12,7482,7424,14906,58,9,21,2
11,1000,984,1984,16,9,21,2
11,2132,1917,4049,215,9,21,2
3,27599,29195,56794,-1596,9,21,2
5,4089,3456,7545,633,9,21,2
15,1907,1716,3623,191,9,21,2
11,7769,7253,15022,516,9,21,2
6,12918,12290,25208,628,9,21,2
7,15541,17628,33169,-2087,9,21,2
4,19607,19554,39161,53,9,21,2
6,23920,24198,48118,-278,9,21,2
5,4161,4294,8455,-133,9,21,2
4,4344,3998,8342,346,9,21,2
6,22242,24673,46915,-2431,9,21,2
16,7737,7250,14987,487,9,21,2
0,21014,20853,41867,161,9,21,2
12,15913,16468,32381,-555,9,21,2
18,5005,4918,9923,87,9,21,2
15,1928,1834,3762,94,9,21,2
10,3675,3435,7110,240,9,21,2
21,6084,6482,12566,-398,9,21,2
3,21070,22795,43865,-1725,9,21,2
15,1870,1756,3626,114,9,21,2
3,32388,32819,65207,-431,9,21,2
2,1,0,1,1,9,21,2
4,5401,5446,10847,-45,9,21,2
1,11023,11914,22937,-891,9,21,2
13,9004,8322,17326,682,9,21,2
24,1132,949,2081,183,9,21,2
5,6330,7315,13645,-985,9,21,2
6,10515,9957,20472,558,9,21,2
18,14679,13958,28637,721,9,21,2
15,3978,3529,7507,449,9,21,2
13,1719,1217,2936,502,9,21,2
10,5847,5676,11523,171,9,21,2
25,993,1024,2017,-31,9,21,2
15,7485,7300,14785,185,9,21,2
17,19889,19336,39225,553,9,21,2
11,14032,14107,28139,-75,9,21,2
11,4390,4324,8714,66,9,21,2
13,6365,5850,12215,515,9,21,2
6,20044,18927,38971,1117,9,21,2
4,6459,6002,12461,457,9,21,2
4,7985,7610,15595,375,9,21,2
4,4491,4532,9023,-41,9,21,2
6,26646,28192,54838,-1546,9,21,2
2,2064,2045,4109,19,9,21,2
5,10177,11676,21853,-1499,9,21,2
12,4629,4380,9009,249,9,21,2
21,11427,11673,23100,-246,9,21,2
3,16944,16252,33196,692,9,21,2
9,3034,2728,5762,306,9,21,2
1,15761,17622,33383,-1861,9,21,2
18,16127,17427,33554,-1300,9,21,2
1,32996,35123,68119,-2127,9,21,2
5,14121,13946,28067,175,9,21,2
4,8943,8036,16979,907,9,21,2
13,9490,9383,18873,107,9,21,2
3,38511,38634,77145,-123,9,21,2
19,4798,4865,9663,-67,9,21,2
16,11431,11552,22983,-121,9,21,2
13,2009,2320,4329,-311,9,21,2
1,60550,64305,124855,-3755,9,21,2
2,19771,18879,38650,892,9,21,2
22,3879,3646,7525,233,9,21,2
4,31851,29400,61251,2451,9,21,2
5,14845,11428,26273,3417,9,21,2
11,9668,9253,18921,415,9,21,2
13,3907,3718,7625,189,9,21,2
23,18609,18905,37514,-296,9,21,2
25,31374,30475,61849,899,9,21,2
12,14282,14040,28322,242,9,21,2
3,27290,28827,56117,-1537,9,21,2
13,3687,4039,7726,-352,9,21,2
5,8539,8094,16633,445,9,21,2
8,11105,11324,22429,-219,9,21,2
22,4756,4742,9498,14,9,20,1
12,7653,7413,15066,240,9,20,1
7,8092,8950,17042,-858,9,20,1
2,9852,9722,19574,130,9,20,1
11,20189,23452,43641,-3263,9,20,1
6,49064,49378,98442,-314,9,20,1
8,23507,22611,46118,896,9,20,1
22,4792,4684,9476,108,9,20,1
13,6614,6235,12849,379,9,20,1
18,14156,15083,29239,-927,9,20,1
15,2034,1889,3923,145,9,20,1
14,6565,6118,12683,447,9,20,1
15,3295,2851,6146,444,9,20,1
1,86588,82967,169555,3621,9,20,1
18,10562,12190,22752,-1628,9,20,1
6,18690,20659,39349,-1969,9,20,1
4,19853,19054,38907,799,9,20,1
7,11433,11733,23166,-300,9,20,1
13,3784,3298,7082,486,9,20,1
1,32250,30697,62947,1553,9,20,1
4,5480,5202,10682,278,9,20,1
15,621,606,1227,15,9,20,1
4,7277,7465,14742,-188,9,20,1
14,23987,23237,47224,750,9,20,1
18,4445,4602,9047,-157,9,20,1
8,3056,2072,5128,984,9,20,1
4,6178,5855,12033,323,9,20,1
4,11552,10921,22473,631,9,20,1
1,36576,39049,75625,-2473,9,20,1
6,14168,14886,29054,-718,9,20,1
16,7333,7164,14497,169,9,20,1
10,9194,8588,17782,606,9,20,1
17,1908,1853,3761,55,9,20,1
2,24158,24157,48315,1,9,20,1
2,8100,8142,16242,-42,9,20,1
16,13040,11936,24976,1104,9,20,1
4,10754,10623,21377,131,9,20,1
5,10646,10357,21003,289,9,20,1
19,5394,5033,10427,361,9,20,1
2,42470,40458,82928,2012,9,20,1
8,13558,17024,30582,-3466,9,20,1
6,15956,14194,30150,1762,9,20,1
21,10384,9787,20171,597,9,20,1
13,713,795,1508,-82,9,20,1
10,2614,2620,5234,-6,9,20,1
16,2778,3480,6258,-702,9,20,1
4,15978,16935,32913,-957,9,20,1
13,4026,3755,7781,271,9,20,1
5,20639,19991,40630,648,9,20,1
6,13739,13626,27365,113,9,20,1
8,3162,3537,6699,-375,9,20,1
16,2445,2625,5070,-180,9,20,1
17,7027,6626,13653,401,9,20,1
11,8406,7974,16380,432,9,20,1
20,3365,3515,6880,-150,9,20,1
4,15919,14605,30524,1314,9,20,1
11,3755,3134,6889,621,9,20,1
6,23094,22822,45916,272,9,20,1
12,10211,9822,20033,389,9,20,1
4,34665,36643,71308,-1978,9,20,1
5,10125,9692,19817,433,9,20,1
1,38140,43581,81721,-5441,9,20,1
2,17018,11118,28136,5900,9,20,1
11,19932,20046,39978,-114,9,20,1
1,64619,64861,129480,-242,9,20,1
18,2744,2574,5318,170,9,20,1
25,15281,15340,30621,-59,9,20,1
8,1231,1346,2577,-115,9,20,1
5,8765,6565,15330,2200,9,20,1
18,5868,6118,11986,-250,9,20,1
1,25720,24862,50582,858,9,20,1
14,10520,10481,21001,39,9,20,1
2,23026,22485,45511,541,9,20,1
25,903,842,1745,61,9,20,1
8,18069,18965,37034,-896,9,20,1
6,16380,13056,29436,3324,9,20,1
4,12160,13205,25365,-1045,9,20,1
11,8386,8236,16622,150,9,20,1
15,142,142,284,0,9,20,1
4,10404,9781,20185,623,9,20,1
15,1741,1758,3499,-17,9,20,1
13,5605,5369,10974,236,9,20,1
11,30300,30910,61210,-610,9,20,1
11,13131,13065,26196,66,9,20,1
13,7104,6898,14002,206,9,20,1
2,8677,7991,16668,686,9,20,1
18,12563,11936,24499,627,9,20,1
4,8696,9034,17730,-338,9,20,1
3,24662,25056,49718,-394,9,20,1
15,430,453,883,-23,9,20,1
4,7157,7328,14485,-171,9,20,1
8,6694,10136,16830,-3442,9,20,1
16,10815,6974,17789,3841,9,20,1
4,31500,29663,61163,1837,9,20,1
1,29930,29490,59420,440,9,20,1
6,17543,18116,35659,-573,9,20,1
19,2510,2756,5266,-246,9,20,1
2,30557,31318,61875,-761,9,20,1
6,12739,11946,24685,793,9,20,1
11,10900,11892,22792,-992,9,20,1
7,6500,6693,13193,-193,9,20,1
15,2558,2775,5333,-217,9,20,1
3,1374,1238,2612,136,9,20,1
7,16828,15484,32312,1344,9,20,1
6,16422,16812,33234,-390,9,20,1
8,5136,4319,9455,817,9,20,1
8,28236,27746,55982,490,9,20,1
11,9154,8966,18120,188,9,20,1
3,19887,22740,42627,-2853,9,20,1
6,21161,22230,43391,-1069,9,20,1
2,18194,16329,34523,1865,9,20,1
5,5325,5395,10720,-70,9,20,1
12,5388,5016,10404,372,9,20,1
12,5291,4292,9583,999,9,20,1
6,21009,21778,42787,-769,9,20,1
13,4304,3872,8176,432,9,20,1
7,11922,11298,23220,624,9,20,1
19,119,87,206,32,9,20,1
4,17576,16133,33709,1443,9,20,1
3,10114,8994,19108,1120,9,20,1
20,4096,3951,8047,145,9,20,1
1,20358,24415,44773,-4057,9,20,1
8,20339,20990,41329,-651,9,20,1
11,7896,7483,15379,413,9,20,1
23,2529,1928,4457,601,9,20,1
17,4387,4635,9022,-248,9,20,1
1,25925,26494,52419,-569,9,20,1
6,8520,8598,17118,-78,9,20,1
18,5355,4905,10260,450,9,20,1
20,2400,1868,4268,532,9,20,1
11,12758,13741,26499,-983,9,20,1
15,614,557,1171,57,9,20,1
21,5694,5114,10808,580,9,20,1
2,11540,10623,22163,917,9,20,1
2,12452,12655,25107,-203,9,20,1
23,14874,11319,26193,3555,9,20,1
5,10513,10896,21409,-383,9,20,1
12,4067,3545,7612,522,9,20,1
25,6449,6314,12763,135,9,20,1
12,7295,7114,14409,181,9,20,1
2,5577,5779,11356,-202,9,20,1
18,8201,7965,16166,236,9,20,1
25,12932,11532,24464,1400,9,20,1
1,1490,1523,3013,-33,9,20,1
12,6807,6590,13397,217,9,20,1
6,10822,12290,23112,-1468,9,20,1
12,8503,5618,14121,2885,9,20,1
25,2909,2335,5244,574,9,20,1
14,3924,3804,7728,120,9,20,1
14,4627,4213,8840,414,9,20,1
2,7965,8241,16206,-276,9,20,1
5,3006,3115,6121,-109,9,20,1
11,20965,21680,42645,-715,9,20,1
5,10493,9729,20222,764,9,20,1
3,21059,21788,42847,-729,9,20,1
0,11407,10866,22273,541,9,20,1
3,16601,14573,31174,2028,9,20,1
1,13286,15030,28316,-1744,9,20,1
4,3343,3950,7293,-607,9,20,1
2,12994,14305,27299,-1311,9,20,1
12,3026,3176,6202,-150,9,20,1
12,3729,3653,7382,76,9,20,1
0,8857,9194,18051,-337,9,20,1
5,8651,9073,17724,-422,9,20,1
14,17473,17335,34808,138,9,20,1
14,14836,14029,28865,807,9,20,1
3,1595,1766,3361,-171,9,20,1
8,1999,1509,3508,490,9,20,1
11,8632,9657,18289,-1025,9,20,1
4,9013,8915,17928,98,9,20,1
9,1233,1147,2380,86,9,20,1
8,12638,12106,24744,532,9,20,1
13,3128,2751,5879,377,9,20,1
16,16094,15055,31149,1039,9,20,1
5,16392,18137,34529,-1745,9,20,1
1,24237,26142,50379,-1905,9,20,1
6,11410,10999,22409,411,9,20,1
4,11820,12023,23843,-203,9,20,1
8,13733,13608,27341,125,9,20,1
16,11223,10640,21863,583,9,20,1
23,8449,8664,17113,-215,9,20,1
6,14596,13446,28042,1150,9,20,1
15,4687,4536,9223,151,9,20,1
4,6491,6095,12586,396,9,20,1
4,8146,7788,15934,358,9,20,1
4,15832,16095,31927,-263,9,20,1
5,15854,14012,29866,1842,9,20,1
25,8688,8393,17081,295,9,20,1
5,14803,15768,30571,-965,9,20,1
12,10581,10734,21315,-153,9,20,1
18,16559,15808,32367,751,9,20,1
18,4587,4444,9031,143,9,20,1
2,14032,13467,27499,565,9,20,1
18,5959,5784,11743,175,9,20,1
6,11019,10893,21912,126,9,20,1
6,17858,17202,35060,656,9,20,1
3,25182,25795,50977,-613,9,20,1
4,9628,10079,19707,-451,9,20,1
