노선,승차승객,하차승객,총 승객,승차-하차,월,일,요일
19,1020,1607,2627,-587,9,13,1
16,7494,6229,13723,1265,9,13,1
16,3746,3408,7154,338,9,13,1
19,5722,6251,11973,-529,9,13,1
19,8141,8014,16155,127,9,13,1
13,10740,10285,21025,455,9,13,1
2,11171,10944,22115,227,9,13,1
13,17,19,36,-2,9,13,1
1,67674,67733,135407,-59,9,13,1
7,13541,15678,29219,-2137,9,13,1
1,15343,15520,30863,-177,9,13,1
1,21745,22538,44283,-793,9,13,1
2,5043,4827,9870,216,9,13,1
6,9435,9428,18863,7,9,13,1
6,2544,917,3461,1627,9,13,1
7,16750,16056,32806,694,9,13,1
4,18567,18624,37191,-57,9,13,1
22,5268,4854,10122,414,9,13,1
23,7130,7278,14408,-148,9,13,1
17,10506,10978,21484,-472,9,13,1
21,10788,11302,22090,-514,9,13,1
18,17527,18777,36304,-1250,9,13,1
0,16163,16458,32621,-295,9,13,1
14,12067,11524,23591,543,9,13,1
0,35018,34889,69907,129,9,13,1
2,9876,11484,21360,-1608,9,13,1
0,25827,23694,49521,2133,9,13,1
4,11283,11576,22859,-293,9,13,1
0,22836,23251,46087,-415,9,13,1
9,4176,4372,8548,-196,9,13,1
1,11012,13448,24460,-2436,9,13,1
14,20429,18998,39427,1431,9,13,1
23,9843,9818,19661,25,9,13,1
18,15035,16816,31851,-1781,9,13,1
6,15374,14116,29490,1258,9,13,1
6,11388,10530,21918,858,9,13,1
14,9796,9179,18975,617,9,13,1
25,5809,5605,11414,204,9,13,1
21,18958,19843,38801,-885,9,13,1
9,12042,10654,22696,1388,9,13,1
6,11381,11238,22619,143,9,13,1
8,7830,7693,15523,137,9,13,1
5,10387,10451,20838,-64,9,13,1
2,5460,5371,10831,89,9,13,1
25,69,62,131,7,9,13,1
12,7452,7372,14824,80,9,13,1
11,913,910,1823,3,9,13,1
11,1888,1693,3581,195,9,13,1
3,25517,26946,52463,-1429,9,13,1
5,3772,3223,6995,549,9,13,1
15,1879,1703,3582,176,9,13,1
11,8155,7312,15467,843,9,13,1
6,11937,11713,23650,224,9,13,1
4,17879,18082,35961,-203,9,13,1
7,14165,16405,30570,-2240,9,13,1
6,22275,22619,44894,-344,9,13,1
5,3679,3879,7558,-200,9,13,1
4,4037,3629,7666,408,9,13,1
6,20217,22321,42538,-2104,9,13,1
16,7290,6736,14026,554,9,13,1
0,19286,19379,38665,-93,9,13,1
12,15983,16290,32273,-307,9,13,1
18,4447,4248,8695,199,9,13,1
15,1870,1704,3574,166,9,13,1
10,3503,3448,6951,55,9,13,1
21,5726,6049,11775,-323,9,13,1
3,18958,20790,39748,-1832,9,13,1
15,1976,1960,3936,16,9,13,1
3,29884,30701,60585,-817,9,13,1
1,10215,10892,21107,-677,9,13,1
4,4904,5152,10056,-248,9,13,1
13,8643,8107,16750,536,9,13,1
24,1089,991,2080,98,9,13,1
6,9712,9347,19059,365,9,13,1
5,5914,6780,12694,-866,9,13,1
18,13892,13258,27150,634,9,13,1
15,3827,3401,7228,426,9,13,1
13,1795,1323,3118,472,9,13,1
10,5344,5253,10597,91,9,13,1
25,949,964,1913,-15,9,13,1
15,7053,6957,14010,96,9,13,1
17,17662,17389,35051,273,9,13,1
11,14446,14708,29154,-262,9,13,1
11,4441,4166,8607,275,9,13,1
13,6270,5719,11989,551,9,13,1
6,18520,17436,35956,1084,9,13,1
4,6054,5739,11793,315,9,13,1
4,7355,7120,14475,235,9,13,1
4,4490,4405,8895,85,9,13,1
6,25009,26308,51317,-1299,9,13,1
2,1834,1822,3656,12,9,13,1
5,7871,9013,16884,-1142,9,13,1
12,4231,3959,8190,272,9,13,1
21,10912,11097,22009,-185,9,13,1
3,15311,14998,30309,313,9,13,1
9,2644,2372,5016,272,9,13,1
1,15980,17147,33127,-1167,9,13,1
18,15063,16239,31302,-1176,9,13,1
5,12892,13093,25985,-201,9,13,1
1,30098,32536,62634,-2438,9,13,1
4,8248,7422,15670,826,9,13,1
13,9144,8952,18096,192,9,13,1
3,32058,31339,63397,719,9,13,1
19,4203,4359,8562,-156,9,13,1
13,2024,2444,4468,-420,9,13,1
1,57306,59255,116561,-1949,9,13,1
16,10383,11101,21484,-718,9,13,1
2,18753,18109,36862,644,9,13,1
22,3755,3411,7166,344,9,13,1
4,29580,27606,57186,1974,9,13,1
5,13494,10723,24217,2771,9,13,1
11,8968,8404,17372,564,9,13,1
13,3722,3529,7251,193,9,13,1
23,17520,17768,35288,-248,9,13,1
25,29501,29967,59468,-466,9,13,1
12,13279,13176,26455,103,9,13,1
3,22937,23106,46043,-169,9,13,1
13,3484,3767,7251,-283,9,13,1
5,7904,7480,15384,424,9,13,1
8,10558,11113,21671,-555,9,13,1
22,2141,1946,4087,195,9,12,0
12,4313,3939,8252,374,9,12,0
2,3596,3966,7562,-370,9,12,0
7,2942,3797,6739,-855,9,12,0
6,10490,10360,20850,130,9,12,0
11,4750,7041,11791,-2291,9,12,0
8,9460,9972,19432,-512,9,12,0
22,2267,2059,4326,208,9,12,0
13,2993,3171,6164,-178,9,12,0
18,3720,5160,8880,-1440,9,12,0
15,2511,1837,4348,674,9,12,0
14,3337,3036,6373,301,9,12,0
15,1505,1238,2743,267,9,12,0
1,30515,29741,60256,774,9,12,0
6,4231,4763,8994,-532,9,12,0
18,2211,2821,5032,-610,9,12,0
4,8054,8723,16777,-669,9,12,0
7,4220,4326,8546,-106,9,12,0
13,1559,1474,3033,85,9,12,0
1,30734,22327,53061,8407,9,12,0
4,2545,2279,4824,266,9,12,0
15,786,588,1374,198,9,12,0
4,2898,3014,5912,-116,9,12,0
14,11818,11426,23244,392,9,12,0
18,1765,1866,3631,-101,9,12,0
8,1226,1105,2331,121,9,12,0
4,2815,2925,5740,-110,9,12,0
4,4388,4221,8609,167,9,12,0
1,25458,28790,54248,-3332,9,12,0
6,8160,9209,17369,-1049,9,12,0
16,3845,3664,7509,181,9,12,0
10,4883,4398,9281,485,9,12,0
17,479,400,879,79,9,12,0
2,18353,23325,41678,-4972,9,12,0
2,2591,2790,5381,-199,9,12,0
16,6449,5404,11853,1045,9,12,0
4,4474,4532,9006,-58,9,12,0
5,3765,4367,8132,-602,9,12,0
19,1770,1906,3676,-136,9,12,0
6,23778,8074,31852,15704,9,12,0
2,62115,40272,102387,21843,9,12,0
8,15656,15989,31645,-333,9,12,0
21,4751,4263,9014,488,9,12,0
13,366,326,692,40,9,12,0
10,1779,1831,3610,-52,9,12,0
13,1712,1595,3307,117,9,12,0
16,1292,1707,2999,-415,9,12,0
4,4409,4496,8905,-87,9,12,0
5,6440,6394,12834,46,9,12,0
6,5794,7096,12890,-1302,9,12,0
8,1618,1832,3450,-214,9,12,0
16,1023,1047,2070,-24,9,12,0
17,3668,3206,6874,462,9,12,0
11,4693,4363,9056,330,9,12,0
20,4244,4580,8824,-336,9,12,0
4,7392,7493,14885,-101,9,12,0
11,3484,1892,5376,1592,9,12,0
6,12482,11940,24422,542,9,12,0
12,4021,4584,8605,-563,9,12,0
4,16753,16652,33405,101,9,12,0
5,3498,3287,6785,211,9,12,0
2,4095,2845,6940,1250,9,12,0
1,10158,11296,21454,-1138,9,12,0
11,9466,9439,18905,27,9,12,0
1,22128,23391,45519,-1263,9,12,0
18,697,944,1641,-247,9,12,0
25,8219,8217,16436,2,9,12,0
8,385,377,762,8,9,12,0
5,3973,3104,7077,869,9,12,0
18,2787,2757,5544,30,9,12,0
1,10501,11155,21656,-654,9,12,0
14,3196,3286,6482,-90,9,12,0
2,12080,12983,25063,-903,9,12,0
25,674,579,1253,95,9,12,0
8,2246,2414,4660,-168,9,12,0
4,5380,6793,12173,-1413,9,12,0
6,7302,6496,13798,806,9,12,0
11,3145,3004,6149,141,9,12,0
15,226,167,393,59,9,12,0
4,5075,4950,10025,125,9,12,0
15,1012,897,1909,115,9,12,0
13,3534,3154,6688,380,9,12,0
11,15099,15113,30212,-14,9,12,0
11,6212,6107,12319,105,9,12,0
13,4820,5020,9840,-200,9,12,0
2,4221,3979,8200,242,9,12,0
18,5586,5203,10789,383,9,12,0
4,4143,4287,8430,-144,9,12,0
3,10539,10887,21426,-348,9,12,0
15,611,619,1230,-8,9,12,0
4,8764,7403,16167,1361,9,12,0
8,8932,10995,19927,-2063,9,12,0
16,14303,5815,20118,8488,9,12,0
4,14913,15084,29997,-171,9,12,0
1,13210,16214,29424,-3004,9,12,0
6,6616,6402,13018,214,9,12,0
19,537,607,1144,-70,9,12,0
2,19101,15799,34900,3302,9,12,0
6,5292,5607,10899,-315,9,12,0
11,3949,4689,8638,-740,9,12,0
7,2510,2619,5129,-109,9,12,0
15,3323,4268,7591,-945,9,12,0
3,682,551,1233,131,9,12,0
7,6807,6446,13253,361,9,12,0
6,4746,5125,9871,-379,9,12,0
8,2486,2313,4799,173,9,12,0
8,14237,16850,31087,-2613,9,12,0
11,5918,5917,11835,1,9,12,0
6,11809,12285,24094,-476,9,12,0
3,12396,13508,25904,-1112,9,12,0
2,6954,6745,13699,209,9,12,0
5,3575,3455,7030,120,9,12,0
12,2884,2598,5482,286,9,12,0
12,2454,2022,4476,432,9,12,0
6,5688,6138,11826,-450,9,12,0
13,2264,2213,4477,51,9,12,0
7,5482,5309,10791,173,9,12,0
19,53,66,119,-13,9,12,0
4,7239,7001,14240,238,9,12,0
3,5723,5072,10795,651,9,12,0
20,2023,2203,4226,-180,9,12,0
1,8617,8889,17506,-272,9,12,0
8,8583,9379,17962,-796,9,12,0
11,3248,3142,6390,106,9,12,0
23,1094,982,2076,112,9,12,0
17,7146,7466,14612,-320,9,12,0
6,7633,7031,14664,602,9,12,0
1,14653,15127,29780,-474,9,12,0
18,1966,1996,3962,-30,9,12,0
20,1166,1008,2174,158,9,12,0
11,4631,5668,10299,-1037,9,12,0
15,757,555,1312,202,9,12,0
21,3241,2965,6206,276,9,12,0
2,4150,4191,8341,-41,9,12,0
2,6589,5922,12511,667,9,12,0
23,6404,5431,11835,973,9,12,0
5,3669,4190,7859,-521,9,12,0
12,2116,1802,3918,314,9,12,0
25,3741,3675,7416,66,9,12,0
12,3708,3756,7464,-48,9,12,0
18,3039,2758,5797,281,9,12,0
2,1891,2005,3896,-114,9,12,0
25,5744,5391,11135,353,9,12,0
1,554,579,1133,-25,9,12,0
12,3466,3303,6769,163,9,12,0
6,5681,7689,13370,-2008,9,12,0
12,8938,6233,15171,2705,9,12,0
25,1372,1095,2467,277,9,12,0
14,1561,1599,3160,-38,9,12,0
14,2359,2211,4570,148,9,12,0
2,4065,4629,8694,-564,9,12,0
5,1555,1846,3401,-291,9,12,0
11,6128,6531,12659,-403,9,12,0
5,4151,4027,8178,124,9,12,0
0,8368,8141,16509,227,9,12,0
3,7119,7252,14371,-133,9,12,0
4,842,944,1786,-102,9,12,0
3,10165,8808,18973,1357,9,12,0
1,8888,10416,19304,-1528,9,12,0
2,4422,5742,10164,-1320,9,12,0
12,1516,1968,3484,-452,9,12,0
12,2382,2080,4462,302,9,12,0
0,8996,9818,18814,-822,9,12,0
5,5246,5588,10834,-342,9,12,0
14,10292,9754,20046,538,9,12,0
14,9808,9339,19147,469,9,12,0
3,1364,1446,2810,-82,9,12,0
8,1470,1286,2756,184,9,12,0
11,4446,6990,11436,-2544,9,12,0
4,4008,4033,8041,-25,9,12,0
9,424,433,857,-9,9,12,0
8,4745,5360,10105,-615,9,12,0
13,1562,1382,2944,180,9,12,0
16,3426,3850,7276,-424,9,12,0
5,5326,5367,10693,-41,9,12,0
1,9556,10085,19641,-529,9,12,0
6,10827,10070,20897,757,9,12,0
4,3582,3902,7484,-320,9,12,0
16,2438,2741,5179,-303,9,12,0
8,4857,5400,10257,-543,9,12,0
23,3826,3791,7617,35,9,12,0
6,6397,6004,12401,393,9,12,0
15,2995,2708,5703,287,9,12,0
4,2555,2410,4965,145,9,12,0
4,3574,3638,7212,-64,9,12,0
4,4651,4844,9495,-193,9,12,0
5,6495,6302,12797,193,9,12,0
25,5180,5192,10372,-12,9,12,0
5,8643,9814,18457,-1171,9,12,0
12,4514,4786,9300,-272,9,12,0
18,6452,6838,13290,-386,9,12,0
18,1919,1828,3747,91,9,12,0
2,3899,3998,7897,-99,9,12,0
18,2761,2600,5361,161,9,12,0
6,5203,5216,10419,-13,9,12,0
6,7501,7332,14833,169,9,12,0
3,13116,14535,27651,-1419,9,12,0
4,4136,4188,8324,-52,9,12,0
11,3152,3264,6416,-112,9,12,0
7,2734,2261,4995,473,9,12,0
18,11166,11956,23122,-790,9,12,0
4,7681,8042,15723,-361,9,12,0
7,3427,3780,7207,-353,9,12,0
2,1897,2095,3992,-198,9,12,0
1,6890,7656,14546,-766,9,12,0
13,4679,4504,9183,175,9,12,0
7,4287,4852,9139,-565,9,12,0
18,7342,7926,15268,-584,9,12,0
4,8969,9623,18592,-654,9,12,0
3,7642,7444,15086,198,9,12,0
3,16357,15431,31788,926,9,12,0
21,2594,2526,5120,68,9,12,0
6,3202,3040,6242,162,9,12,0
4,8190,9168,17358,-978,9,12,0
1,5606,5985,11591,-379,9,12,0
4,3526,3508,7034,18,9,12,0
12,5929,5714,11643,215,9,12,0
4,3672,3588,7260,84,9,12,0
24,1007,1174,2181,-167,9,12,0
13,3699,3207,6906,492,9,12,0
23,5592,5446,11038,146,9,12,0
15,145,144,289,1,9,12,0
14,4142,3868,8010,274,9,12,0
5,1087,1139,2226,-52,9,12,0
17,15239,14765,30004,474,9,12,0
15,1852,1758,3610,94,9,12,0
11,10160,10768,20928,-608,9,12,0
6,3174,3507,6681,-333,9,12,0
20,1381,1365,2746,16,9,12,0
20,1125,1175,2300,-50,9,12,0
20,1929,1944,3873,-15,9,12,0
22,819,831,1650,-12,9,12,0
5,3273,3576,6849,-303,9,12,0
12,1264,1294,2558,-30,9,12,0
18,1304,1106,2410,198,9,12,0
7,3660,3570,7230,90,9,12,0
24,834,893,1727,-59,9,12,0
9,7433,7751,15184,-318,9,12,0
1,11029,11784,22813,-755,9,12,0
5,3815,3707,7522,108,9,12,0
14,4930,4387,9317,543,9,12,0
10,2100,2302,4402,-202,9,12,0
14,23479,22878,46357,601,9,12,0
14,24135,23679,47814,456,9,12,0
22,3479,3562,7041,-83,9,12,0
22,3490,3688,7178,-198,9,12,0
5,2966,2846,5812,120,9,12,0
2,9524,11304,20828,-1780,9,12,0
6,8462,8293,16755,169,9,12,0
1,20009,23073,43082,-3064,9,12,0
3,14168,13551,27719,617,9,12,0
15,1554,1410,2964,144,9,12,0
19,3280,2609,5889,671,9,12,0
8,1555,1616,3171,-61,9,12,0
21,9771,10362,20133,-591,9,12,0
7,3050,3133,6183,-83,9,12,0
3,2408,3282,5690,-874,9,12,0
5,3573,2681,6254,892,9,12,0
10,1247,1132,2379,115,9,12,0
1,17306,16854,34160,452,9,12,0
9,1876,2082,3958,-206,9,12,0
23,12025,11361,23386,664,9,12,0
22,1227,1234,2461,-7,9,12,0
22,1514,1505,3019,9,9,12,0
9,3310,3578,6888,-268,9,12,0
18,3243,3195,6438,48,9,12,0
3,10606,9638,20244,968,9,12,0
6,4853,5814,10667,-961,9,12,0
21,9781,9412,19193,369,9,12,0
6,9445,9317,18762,128,9,12,0
25,4056,4038,8094,18,9,12,0
5,6081,7527,13608,-1446,9,12,0
1,6547,6676,13223,-129,9,12,0
5,2892,2809,5701,83,9,12,0
4,6737,6224,12961,513,9,12,0
15,580,448,1028,132,9,12,0
5,6233,6044,12277,189,9,12,0
20,891,1153,2044,-262,9,12,0
8,1926,1868,3794,58,9,12,0
13,1160,1387,2547,-227,9,12,0
4,4951,5149,10100,-198,9,12,0
11,895,817,1712,78,9,12,0
12,1057,1070,2127,-13,9,12,0
20,4224,4481,8705,-257,9,12,0
1,22579,26618,49197,-4039,9,12,0
18,7137,7353,14490,-216,9,12,0
16,10797,8722,19519,2075,9,12,0
11,12464,1843,14307,10621,9,12,0
13,1465,1226,2691,239,9,12,0
0,36137,27420,63557,8717,9,12,0
3,4271,9829,14100,-5558,9,12,0
20,1198,1373,2571,-175,9,12,0
20,1565,1647,3212,-82,9,12,0
11,5045,7926,12971,-2881,9,12,0
1,5439,4609,10048,830,9,12,0
18,14694,14744,29438,-50,9,12,0
5,6213,6803,13016,-590,9,12,0
12,4994,5731,10725,-737,9,12,0
11,5205,4748,9953,457,9,12,0
7,3615,4883,8498,-1268,9,12,0
9,4549,4219,8768,330,9,12,0
9,2809,3000,5809,-191,9,12,0
18,2612,4203,6815,-1591,9,12,0
1,12363,11213,23576,1150,9,12,0
17,3456,3228,6684,228,9,12,0
8,2724,2960,5684,-236,9,12,0
18,1630,1729,3359,-99,9,12,0
9,2430,3010,5440,-580,9,12,0
11,7860,9553,17413,-1693,9,12,0
1,13527,16298,29825,-2771,9,12,0
22,2166,2622,4788,-456,9,12,0
3,11895,13003,24898,-1108,9,12,0
11,2965,4029,6994,-1064,9,12,0
11,2390,2021,4411,369,9,12,0
11,2005,1834,3839,171,9,12,0
10,435,339,774,96,9,12,0
19,7018,6765,13783,253,9,12,0
14,4906,4827,9733,79,9,12,0
12,5485,4623,10108,862,9,12,0
22,1487,1483,2970,4,9,12,0
22,2926,2690,5616,236,9,12,0
14,13539,12495,26034,1044,9,12,0
19,1737,1579,3316,158,9,12,0
4,3606,3700,7306,-94,9,12,0
11,3654,4537,8191,-883,9,12,0
7,3954,3895,7849,59,9,12,0
9,2589,3070,5659,-481,9,12,0
18,5959,6078,12037,-119,9,12,0
6,8358,7959,16317,399,9,12,0
21,2326,2208,4534,118,9,12,0
13,837,989,1826,-152,9,12,0
18,10156,7336,17492,2820,9,12,0
2,11627,9497,21124,2130,9,12,0
18,6648,5405,12053,1243,9,12,0
11,39696,37111,76807,2585,9,12,0
18,6891,7211,14102,-320,9,12,0
3,19742,20276,40018,-534,9,12,0
7,2859,2770,5629,89,9,12,0
3,5893,5984,11877,-91,9,12,0
6,5674,6851,12525,-1177,9,12,0
19,2020,1831,3851,189,9,12,0
1,6528,5352,11880,1176,9,12,0
0,9469,9168,18637,301,9,12,0
18,2049,2015,4064,34,9,12,0
4,2792,3001,5793,-209,9,12,0
4,1594,2100,3694,-506,9,12,0
11,4185,4006,8191,179,9,12,0
21,1443,1268,2711,175,9,12,0
15,1074,993,2067,81,9,12,0
5,1,0,1,1,9,12,0
8,14988,15009,29997,-21,9,12,0
1,637,792,1429,-155,9,12,0
1,7212,8179,15391,-967,9,12,0
5,3927,4526,8453,-599,9,12,0
1,13889,14601,28490,-712,9,12,0
6,6663,7394,14057,-731,9,12,0
1,24355,25229,49584,-874,9,12,0
11,2040,2340,4380,-300,9,12,0
10,1321,1199,2520,122,9,12,0
20,995,1622,2617,-627,9,12,0
1,31711,34257,65968,-2546,9,12,0
8,1854,1679,3533,175,9,12,0
8,1717,1867,3584,-150,9,12,0
8,3244,3205,6449,39,9,12,0
2,11923,12690,24613,-767,9,12,0
1,2101,2165,4266,-64,9,12,0
0,6208,6790,12998,-582,9,12,0
22,1123,1072,2195,51,9,12,0
3,10097,9419,19516,678,9,12,0
25,336,269,605,67,9,12,0
12,4914,4492,9406,422,9,12,0
4,6155,5720,11875,435,9,12,0
1,5216,5118,10334,98,9,12,0
24,1383,3027,4410,-1644,9,12,0
1,20068,21434,41502,-1366,9,12,0
13,276,376,652,-100,9,12,0
19,1110,1165,2275,-55,9,12,0
6,5408,5213,10621,195,9,12,0
7,2929,3142,6071,-213,9,12,0
3,15537,13864,29401,1673,9,12,0
24,1483,1749,3232,-266,9,12,0
24,5083,2973,8056,2110,9,12,0
25,690,537,1227,153,9,12,0
4,10221,10021,20242,200,9,12,0
1,4939,5195,10134,-256,9,12,0
2,14316,15132,29448,-816,9,12,0
21,10423,9153,19576,1270,9,12,0
5,4612,6721,11333,-2109,9,12,0
11,14293,13429,27722,864,9,12,0
7,8638,8052,16690,586,9,12,0
2,13501,14584,28085,-1083,9,12,0
18,8471,9892,18363,-1421,9,12,0
4,2393,2436,4829,-43,9,12,0
13,5568,5275,10843,293,9,12,0
19,241,198,439,43,9,12,0
18,15062,14615,29677,447,9,12,0
2,6114,6291,12405,-177,9,12,0
5,1631,1639,3270,-8,9,12,0
25,2424,2145,4569,279,9,12,0
25,1320,1504,2824,-184,9,12,0
2,10450,13354,23804,-2904,9,12,0
25,513,437,950,76,9,12,0
12,5691,5294,10985,397,9,12,0
1,3278,3241,6519,37,9,12,0
8,3642,4364,8006,-722,9,12,0
25,3063,2365,5428,698,9,12,0
4,2385,2749,5134,-364,9,12,0
6,7133,8833,15966,-1700,9,12,0
19,690,815,1505,-125,9,12,0
9,2446,2889,5335,-443,9,12,0
4,15169,15942,31111,-773,9,12,0
8,8616,8566,17182,50,9,12,0
4,7682,8563,16245,-881,9,12,0
10,3293,2668,5961,625,9,12,0
14,15272,15315,30587,-43,9,12,0
1,9026,10475,19501,-1449,9,12,0
5,1942,2279,4221,-337,9,12,0
19,3073,2974,6047,99,9,12,0
2,20680,19909,40589,771,9,12,0
5,1,0,1,1,9,12,0
8,8180,8624,16804,-444,9,12,0
11,34797,34284,69081,513,9,12,0
1,7108,7816,14924,-708,9,12,0
4,1348,1399,2747,-51,9,12,0
4,4726,5179,9905,-453,9,12,0
16,2822,2618,5440,204,9,12,0
18,4752,5567,10319,-815,9,12,0
2,2438,2390,4828,48,9,12,0
4,1299,1332,2631,-33,9,12,0
14,6470,6550,13020,-80,9,12,0
18,5143,4438,9581,705,9,12,0
4,11203,11536,22739,-333,9,12,0
19,1794,1792,3586,2,9,12,0
25,267,225,492,42,9,12,0
11,9065,9395,18460,-330,9,12,0
11,2583,2448,5031,135,9,12,0
21,7063,6551,13614,512,9,12,0
12,80,27,107,53,9,12,0
2,5080,5379,10459,-299,9,12,0
14,3861,3501,7362,360,9,12,0
6,3853,4040,7893,-187,9,12,0
24,4494,4022,8516,472,9,12,0
9,5190,5734,10924,-544,9,12,0
4,3249,2970,6219,279,9,12,0
4,2418,2870,5288,-452,9,12,0
1,8366,8318,16684,48,9,12,0
12,9539,12136,21675,-2597,9,12,0
12,4463,5586,10049,-1123,9,12,0
1,1588,1912,3500,-324,9,12,0
1,1059,1106,2165,-47,9,12,0
6,3228,3497,6725,-269,9,12,0
25,2820,2181,5001,639,9,12,0
11,42503,33108,75611,9395,9,12,0
4,6924,6968,13892,-44,9,12,0
25,1507,1369,2876,138,9,12,0
16,5933,6686,12619,-753,9,12,0
13,4079,3461,7540,618,9,12,0
23,6411,5852,12263,559,9,12,0
25,447,318,765,129,9,12,0
19,2952,2946,5898,6,9,12,0
23,5519,5617,11136,-98,9,12,0
12,3741,3511,7252,230,9,12,0
5,5200,5452,10652,-252,9,12,0
19,2127,1885,4012,242,9,12,0
5,5588,5810,11398,-222,9,12,0
13,944,2069,3013,-1125,9,12,0
2,3307,2988,6295,319,9,12,0
1,7453,6836,14289,617,9,12,0
1,3902,3989,7891,-87,9,12,0
4,1908,1888,3796,20,9,12,0
1,18056,16937,34993,1119,9,12,0
12,1221,1073,2294,148,9,12,0
5,9015,9208,18223,-193,9,12,0
11,4529,4519,9048,10,9,12,0
12,15409,15528,30937,-119,9,12,0
1,6447,8608,15055,-2161,9,12,0
18,3034,2934,5968,100,9,12,0
10,780,652,1432,128,9,12,0
6,7498,7562,15060,-64,9,12,0
10,2816,2770,5586,46,9,12,0
3,5436,5784,11220,-348,9,12,0
12,2317,1808,4125,509,9,12,0
5,10990,9293,20283,1697,9,12,0
17,11337,11167,22504,170,9,12,0
19,1458,2119,3577,-661,9,12,0
14,5651,4570,10221,1081,9,12,0
16,8403,6729,15132,1674,9,12,0
16,3343,2821,6164,522,9,12,0
19,3223,3242,6465,-19,9,12,0
19,3385,3794,7179,-409,9,12,0
13,5281,4543,9824,738,9,12,0
2,3394,3514,6908,-120,9,12,0
13,137,97,234,40,9,12,0
1,49787,46784,96571,3003,9,12,0
7,10951,12166,23117,-1215,9,12,0
1,5324,5290,10614,34,9,12,0
1,11243,11817,23060,-574,9,12,0
2,2323,2162,4485,161,9,12,0
6,4265,4513,8778,-248,9,12,0
6,1384,889,2273,495,9,12,0
7,8937,9179,18116,-242,9,12,0
4,8178,8661,16839,-483,9,12,0
22,2629,2224,4853,405,9,12,0
23,5049,5278,10327,-229,9,12,0
17,4518,4451,8969,67,9,12,0
21,5784,6779,12563,-995,9,12,0
18,7452,8330,15782,-878,9,12,0
0,9380,10304,19684,-924,9,12,0
14,5543,5207,10750,336,9,12,0
0,14754,12500,27254,2254,9,12,0
0,18614,15917,34531,2697,9,12,0
4,10727,10249,20976,478,9,12,0
2,4415,5996,10411,-1581,9,12,0
0,11580,11799,23379,-219,9,12,0
1,3116,3639,6755,-523,9,12,0
9,2041,2128,4169,-87,9,12,0
14,12192,11177,23369,1015,9,12,0
23,5093,4899,9992,194,9,12,0
18,8077,9761,17838,-1684,9,12,0
6,6638,6042,12680,596,9,12,0
6,4831,4780,9611,51,9,12,0
14,5182,4695,9877,487,9,12,0
25,3286,3530,6816,-244,9,12,0
21,13890,13119,27009,771,9,12,0
9,3779,3532,7311,247,9,12,0
6,5179,5141,10320,38,9,12,0
8,2815,3075,5890,-260,9,12,0
5,5340,5528,10868,-188,9,12,0
2,2810,2467,5277,343,9,12,0
25,102,81,183,21,9,12,0
12,4900,4761,9661,139,9,12,0
11,640,714,1354,-74,9,12,0
11,1031,918,1949,113,9,12,0
3,14217,14599,28816,-382,9,12,0
5,1481,1287,2768,194,9,12,0
15,1182,1103,2285,79,9,12,0
11,7644,7511,15155,133,9,12,0
6,4741,4769,9510,-28,9,12,0
4,12175,11981,24156,194,9,12,0
